שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),משך זהירת שמש(דקות)
ירושלים מרכז                                      ,6771,18-08-2011,28.5,18.9,-
ירושלים מרכז                                      ,6771,19-08-2011,29.5,18.4,-
ירושלים מרכז                                      ,6771,20-08-2011,31.3,21.5,-
ירושלים מרכז                                      ,6771,21-08-2011,29.8,22.3,-
ירושלים מרכז                                      ,6771,22-08-2011,30.9,22.1,-
ירושלים מרכז                                      ,6771,23-08-2011,31.5,21.9,-
ירושלים מרכז                                      ,6771,24-08-2011,30.1,19.0,-
ירושלים מרכז                                      ,6771,25-08-2011,29.3,18.8,-
ירושלים מרכז                                      ,6771,26-08-2011,31.0,21.7,-
ירושלים מרכז                                      ,6771,27-08-2011,31.4,22.2,-
ירושלים מרכז                                      ,6771,28-08-2011,29.8,20.5,-
ירושלים מרכז                                      ,6771,29-08-2011,26.2,18.5,-
ירושלים מרכז                                      ,6771,30-08-2011,27.4,18.0,-
ירושלים מרכז                                      ,6771,31-08-2011,25.7,18.7,-
ירושלים מרכז                                      ,6771,01-09-2011,27.0,18.7,-
ירושלים מרכז                                      ,6771,02-09-2011,26.5,18.1,-
ירושלים מרכז                                      ,6771,03-09-2011,30.1,17.9,-
ירושלים מרכז                                      ,6771,04-09-2011,30.6,21.4,-
ירושלים מרכז                                      ,6771,05-09-2011,28.1,19.3,-
ירושלים מרכז                                      ,6771,06-09-2011,28.6,19.8,-
ירושלים מרכז                                      ,6771,07-09-2011,29.0,19.1,-
ירושלים מרכז                                      ,6771,08-09-2011,29.3,20.3,-
ירושלים מרכז                                      ,6771,09-09-2011,27.0,18.3,-
ירושלים מרכז                                      ,6771,10-09-2011,27.7,18.5,-
ירושלים מרכז                                      ,6771,11-09-2011,30.5,18.8,-
ירושלים מרכז                                      ,6771,12-09-2011,29.5,19.3,-
ירושלים מרכז                                      ,6771,13-09-2011,29.5,20.8,-
ירושלים מרכז                                      ,6771,14-09-2011,29.8,18.1,-
ירושלים מרכז                                      ,6771,15-09-2011,29.7,17.4,-
ירושלים מרכז                                      ,6771,16-09-2011,30.1,18.0,-
ירושלים מרכז                                      ,6771,17-09-2011,30.6,21.9,-
ירושלים מרכז                                      ,6771,18-09-2011,32.1,22.0,-
ירושלים מרכז                                      ,6771,19-09-2011,28.4,19.9,-
ירושלים מרכז                                      ,6771,20-09-2011,27.4,17.8,-
ירושלים מרכז                                      ,6771,21-09-2011,29.2,17.7,-
ירושלים מרכז                                      ,6771,22-09-2011,29.0,19.4,-
ירושלים מרכז                                      ,6771,23-09-2011,25.6,19.4,-
ירושלים מרכז                                      ,6771,24-09-2011,23.7,17.8,-
ירושלים מרכז                                      ,6771,25-09-2011,24.6,18.1,-
ירושלים מרכז                                      ,6771,26-09-2011,26.1,17.4,-
ירושלים מרכז                                      ,6771,27-09-2011,27.9,18.4,-
ירושלים מרכז                                      ,6771,28-09-2011,29.0,18.0,-
ירושלים מרכז                                      ,6771,29-09-2011,27.0,18.2,-
ירושלים מרכז                                      ,6771,30-09-2011,25.4,17.5,-
ירושלים מרכז                                      ,6771,01-10-2011,24.7,16.7,-
ירושלים מרכז                                      ,6771,02-10-2011,26.2,16.5,-
ירושלים מרכז                                      ,6771,03-10-2011,25.8,17.6,-
ירושלים מרכז                                      ,6771,04-10-2011,25.6,16.7,-
ירושלים מרכז                                      ,6771,05-10-2011,25.3,16.7,-
ירושלים מרכז                                      ,6771,06-10-2011,24.6,16.7,-
ירושלים מרכז                                      ,6771,07-10-2011,24.3,16.4,-
ירושלים מרכז                                      ,6771,08-10-2011,27.1,16.0,-
ירושלים מרכז                                      ,6771,09-10-2011,29.6,19.3,-
ירושלים מרכז                                      ,6771,10-10-2011,34.3,23.0,-
ירושלים מרכז                                      ,6771,11-10-2011,32.1,20.8,-
ירושלים מרכז                                      ,6771,12-10-2011,21.6,17.0,-
ירושלים מרכז                                      ,6771,13-10-2011,23.2,15.5,-
ירושלים מרכז                                      ,6771,14-10-2011,25.3,15.7,-
ירושלים מרכז                                      ,6771,15-10-2011,25.0,16.9,-
ירושלים מרכז                                      ,6771,16-10-2011,25.1,15.7,-
ירושלים מרכז                                      ,6771,17-10-2011,24.2,15.3,-
ירושלים מרכז                                      ,6771,18-10-2011,26.4,15.3,-
ירושלים מרכז                                      ,6771,19-10-2011,20.7,13.8,-
ירושלים מרכז                                      ,6771,20-10-2011,21.7,11.8,-
ירושלים מרכז                                      ,6771,21-10-2011,24.7,15.6,-
ירושלים מרכז                                      ,6771,22-10-2011,26.1,16.9,-
ירושלים מרכז                                      ,6771,23-10-2011,23.8,15.7,-
ירושלים מרכז                                      ,6771,24-10-2011,24.1,15.8,-
ירושלים מרכז                                      ,6771,25-10-2011,20.9,14.9,-
ירושלים מרכז                                      ,6771,26-10-2011,21.1,14.9,-
ירושלים מרכז                                      ,6771,27-10-2011,20.9,14.5,-
ירושלים מרכז                                      ,6771,28-10-2011,22.0,14.1,-
ירושלים מרכז                                      ,6771,29-10-2011,19.6,12.4,-
ירושלים מרכז                                      ,6771,30-10-2011,20.0,12.7,-
ירושלים מרכז                                      ,6771,31-10-2011,19.0,12.4,-
ירושלים מרכז                                      ,6771,01-11-2011,19.8,11.8,-
ירושלים מרכז                                      ,6771,02-11-2011,21.6,12.8,-
ירושלים מרכז                                      ,6771,03-11-2011,18.5,12.3,-
ירושלים מרכז                                      ,6771,04-11-2011,15.0,11.3,-
ירושלים מרכז                                      ,6771,05-11-2011,16.3,9.8,-
ירושלים מרכז                                      ,6771,06-11-2011,16.6,10.6,-
ירושלים מרכז                                      ,6771,07-11-2011,17.5,10.8,-
ירושלים מרכז                                      ,6771,08-11-2011,18.3,10.8,-
ירושלים מרכז                                      ,6771,09-11-2011,19.2,9.7,-
ירושלים מרכז                                      ,6771,10-11-2011,21.0,12.3,-
ירושלים מרכז                                      ,6771,11-11-2011,23.2,13.9,-
ירושלים מרכז                                      ,6771,12-11-2011,21.9,14.8,-
ירושלים מרכז                                      ,6771,13-11-2011,19.4,11.0,-
ירושלים מרכז                                      ,6771,14-11-2011,18.0,11.2,-
ירושלים מרכז                                      ,6771,15-11-2011,14.2,8.9,-
ירושלים מרכז                                      ,6771,16-11-2011,13.2,8.2,-
ירושלים מרכז                                      ,6771,17-11-2011,14.3,10.3,-
ירושלים מרכז                                      ,6771,18-11-2011,12.4,9.7,-
ירושלים מרכז                                      ,6771,19-11-2011,11.3,8.6,-
ירושלים מרכז                                      ,6771,20-11-2011,12.4,7.8,-
ירושלים מרכז                                      ,6771,21-11-2011,14.1,8.4,-
ירושלים מרכז                                      ,6771,22-11-2011,16.3,8.5,-
ירושלים מרכז                                      ,6771,23-11-2011,16.7,9.7,-
ירושלים מרכז                                      ,6771,24-11-2011,15.0,10.1,-
ירושלים מרכז                                      ,6771,25-11-2011,14.1,8.9,-
ירושלים מרכז                                      ,6771,26-11-2011,13.5,5.4,-
ירושלים מרכז                                      ,6771,27-11-2011,12.8,6.2,-
ירושלים מרכז                                      ,6771,28-11-2011,14.2,5.7,-
ירושלים מרכז                                      ,6771,29-11-2011,14.3,7.1,-
ירושלים מרכז                                      ,6771,30-11-2011,14.6,7.5,-
ירושלים מרכז                                      ,6771,01-12-2011,16.0,8.4,-
ירושלים מרכז                                      ,6771,02-12-2011,15.7,8.0,-
ירושלים מרכז                                      ,6771,03-12-2011,17.2,9.3,-
ירושלים מרכז                                      ,6771,04-12-2011,16.3,8.9,-
ירושלים מרכז                                      ,6771,05-12-2011,16.9,9.1,-
ירושלים מרכז                                      ,6771,06-12-2011,-,8.3,-
ירושלים מרכז                                      ,6771,07-12-2011,16.6,7.9,-
ירושלים מרכז                                      ,6771,08-12-2011,14.2,8.9,-
ירושלים מרכז                                      ,6771,09-12-2011,12.9,8.1,-
ירושלים מרכז                                      ,6771,10-12-2011,12.6,6.6,-
ירושלים מרכז                                      ,6771,11-12-2011,13.3,5.1,-
ירושלים מרכז                                      ,6771,12-12-2011,15.7,7.2,-
ירושלים מרכז                                      ,6771,13-12-2011,17.0,8.7,-
ירושלים מרכז                                      ,6771,14-12-2011,17.3,10.2,-
ירושלים מרכז                                      ,6771,15-12-2011,14.1,8.6,-
ירושלים מרכז                                      ,6771,16-12-2011,14.8,7.7,-
ירושלים מרכז                                      ,6771,17-12-2011,16.0,9.0,-
ירושלים מרכז                                      ,6771,18-12-2011,18.2,9.2,-
ירושלים מרכז                                      ,6771,19-12-2011,18.8,11.5,-
ירושלים מרכז                                      ,6771,20-12-2011,21.5,12.9,-
ירושלים מרכז                                      ,6771,21-12-2011,15.0,11.4,-
ירושלים מרכז                                      ,6771,22-12-2011,17.4,9.8,-
ירושלים מרכז                                      ,6771,23-12-2011,15.4,8.1,-
ירושלים מרכז                                      ,6771,24-12-2011,12.0,7.8,-
ירושלים מרכז                                      ,6771,25-12-2011,8.4,5.8,-
ירושלים מרכז                                      ,6771,26-12-2011,11.5,7.5,-
ירושלים מרכז                                      ,6771,27-12-2011,11.1,5.9,-
ירושלים מרכז                                      ,6771,28-12-2011,13.6,6.3,-
ירושלים מרכז                                      ,6771,29-12-2011,16.2,7.4,-
ירושלים מרכז                                      ,6771,30-12-2011,14.6,9.1,-
ירושלים מרכז                                      ,6771,31-12-2011,12.5,7.9,-
ירושלים מרכז                                      ,6771,01-01-2012,11.5,7.2,-
ירושלים מרכז                                      ,6771,02-01-2012,10.2,5.9,-
ירושלים מרכז                                      ,6771,03-01-2012,13.9,6.8,-
ירושלים מרכז                                      ,6771,04-01-2012,13.9,7.2,-
ירושלים מרכז                                      ,6771,05-01-2012,15.4,7.5,-
ירושלים מרכז                                      ,6771,06-01-2012,11.7,5.7,-
ירושלים מרכז                                      ,6771,07-01-2012,15.1,6.5,-
ירושלים מרכז                                      ,6771,08-01-2012,11.1,7.5,-
ירושלים מרכז                                      ,6771,09-01-2012,11.6,5.8,-
ירושלים מרכז                                      ,6771,10-01-2012,13.2,6.3,-
ירושלים מרכז                                      ,6771,11-01-2012,9.1,5.6,-
ירושלים מרכז                                      ,6771,12-01-2012,9.0,3.7,-
ירושלים מרכז                                      ,6771,13-01-2012,5.5,3.2,-
ירושלים מרכז                                      ,6771,14-01-2012,7.3,4.3,-
ירושלים מרכז                                      ,6771,15-01-2012,13.0,5.5,-
ירושלים מרכז                                      ,6771,16-01-2012,9.8,5.2,-
ירושלים מרכז                                      ,6771,17-01-2012,10.4,5.7,-
ירושלים מרכז                                      ,6771,18-01-2012,11.3,6.2,-
ירושלים מרכז                                      ,6771,19-01-2012,8.9,4.4,-
ירושלים מרכז                                      ,6771,20-01-2012,-,3.0,-
ירושלים מרכז                                      ,6771,21-01-2012,10.3,-,-
ירושלים מרכז                                      ,6771,22-01-2012,7.4,3.2,-
ירושלים מרכז                                      ,6771,23-01-2012,8.6,4.6,-
ירושלים מרכז                                      ,6771,24-01-2012,12.8,5.0,-
ירושלים מרכז                                      ,6771,25-01-2012,16.2,6.5,-
ירושלים מרכז                                      ,6771,26-01-2012,12.4,8.1,-
ירושלים מרכז                                      ,6771,27-01-2012,10.3,6.0,-
ירושלים מרכז                                      ,6771,28-01-2012,8.6,5.2,-
ירושלים מרכז                                      ,6771,29-01-2012,12.0,4.9,-
ירושלים מרכז                                      ,6771,30-01-2012,9.2,6.4,-
ירושלים מרכז                                      ,6771,31-01-2012,11.7,8.0,-
ירושלים מרכז                                      ,6771,01-02-2012,8.6,4.0,-
ירושלים מרכז                                      ,6771,02-02-2012,9.0,5.1,-
ירושלים מרכז                                      ,6771,03-02-2012,12.3,4.6,-
ירושלים מרכז                                      ,6771,04-02-2012,12.3,5.5,-
ירושלים מרכז                                      ,6771,05-02-2012,14.4,6.0,-
ירושלים מרכז                                      ,6771,06-02-2012,15.0,7.8,-
ירושלים מרכז                                      ,6771,07-02-2012,14.2,5.6,-
ירושלים מרכז                                      ,6771,08-02-2012,9.9,3.4,-
ירושלים מרכז                                      ,6771,09-02-2012,11.2,4.7,-
ירושלים מרכז                                      ,6771,10-02-2012,7.8,4.6,-
ירושלים מרכז                                      ,6771,11-02-2012,12.8,5.4,-
ירושלים מרכז                                      ,6771,12-02-2012,14.4,7.7,-
ירושלים מרכז                                      ,6771,13-02-2012,19.2,9.6,-
ירושלים מרכז                                      ,6771,14-02-2012,16.9,8.5,-
ירושלים מרכז                                      ,6771,15-02-2012,16.8,9.2,-
ירושלים מרכז                                      ,6771,16-02-2012,9.2,5.3,-
ירושלים מרכז                                      ,6771,17-02-2012,9.7,4.1,-
ירושלים מרכז                                      ,6771,18-02-2012,6.5,1.7,-
ירושלים מרכז                                      ,6771,19-02-2012,7.5,2.1,-
ירושלים מרכז                                      ,6771,20-02-2012,8.7,2.6,-
ירושלים מרכז                                      ,6771,21-02-2012,11.6,3.3,-
ירושלים מרכז                                      ,6771,22-02-2012,14.6,6.2,-
ירושלים מרכז                                      ,6771,23-02-2012,16.3,8.0,-
ירושלים מרכז                                      ,6771,24-02-2012,14.9,7.8,-
ירושלים מרכז                                      ,6771,25-02-2012,11.8,6.1,-
ירושלים מרכז                                      ,6771,26-02-2012,12.0,7.3,-
ירושלים מרכז                                      ,6771,27-02-2012,14.4,7.3,-
ירושלים מרכז                                      ,6771,28-02-2012,17.4,8.6,-
ירושלים מרכז                                      ,6771,29-02-2012,8.8,2.2,-
ירושלים מרכז                                      ,6771,01-03-2012,4.1,1.8,-
ירושלים מרכז                                      ,6771,02-03-2012,4.9,0.2,-
ירושלים מרכז                                      ,6771,03-03-2012,6.1,0.2,-
ירושלים מרכז                                      ,6771,04-03-2012,8.9,5.6,-
ירושלים מרכז                                      ,6771,05-03-2012,12.4,7.3,-
ירושלים מרכז                                      ,6771,06-03-2012,16.1,7.0,-
ירושלים מרכז                                      ,6771,07-03-2012,16.4,8.3,-
ירושלים מרכז                                      ,6771,08-03-2012,17.0,9.0,-
ירושלים מרכז                                      ,6771,09-03-2012,18.2,9.6,-
ירושלים מרכז                                      ,6771,10-03-2012,21.3,12.6,-
ירושלים מרכז                                      ,6771,11-03-2012,22.5,15.3,-
ירושלים מרכז                                      ,6771,12-03-2012,21.3,13.1,-
ירושלים מרכז                                      ,6771,13-03-2012,19.1,12.1,-
ירושלים מרכז                                      ,6771,14-03-2012,13.3,8.8,-
ירושלים מרכז                                      ,6771,15-03-2012,9.3,6.4,-
ירושלים מרכז                                      ,6771,16-03-2012,9.9,5.6,-
ירושלים מרכז                                      ,6771,17-03-2012,7.6,2.0,-
ירושלים מרכז                                      ,6771,18-03-2012,11.3,2.4,-
ירושלים מרכז                                      ,6771,19-03-2012,14.0,5.7,-
ירושלים מרכז                                      ,6771,20-03-2012,16.7,7.9,-
ירושלים מרכז                                      ,6771,21-03-2012,19.8,11.2,-
ירושלים מרכז                                      ,6771,22-03-2012,17.9,10.0,-
ירושלים מרכז                                      ,6771,23-03-2012,19.2,9.2,-
ירושלים מרכז                                      ,6771,24-03-2012,23.1,13.0,-
ירושלים מרכז                                      ,6771,25-03-2012,24.3,12.9,-
ירושלים מרכז                                      ,6771,26-03-2012,16.6,9.5,-
ירושלים מרכז                                      ,6771,27-03-2012,13.2,8.8,-
ירושלים מרכז                                      ,6771,28-03-2012,14.2,8.7,-
ירושלים מרכז                                      ,6771,29-03-2012,14.7,7.7,-
ירושלים מרכז                                      ,6771,30-03-2012,13.9,6.6,-
ירושלים מרכז                                      ,6771,31-03-2012,16.6,7.2,-
ירושלים מרכז                                      ,6771,01-04-2012,21.4,10.8,-
ירושלים מרכז                                      ,6771,02-04-2012,19.4,12.0,-
ירושלים מרכז                                      ,6771,03-04-2012,19.9,10.8,-
ירושלים מרכז                                      ,6771,04-04-2012,25.3,13.7,-
ירושלים מרכז                                      ,6771,05-04-2012,29.2,18.8,-
ירושלים מרכז                                      ,6771,06-04-2012,27.5,19.3,-
ירושלים מרכז                                      ,6771,07-04-2012,29.3,20.3,-
ירושלים מרכז                                      ,6771,08-04-2012,27.6,17.4,-
ירושלים מרכז                                      ,6771,09-04-2012,26.1,14.6,-
ירושלים מרכז                                      ,6771,10-04-2012,22.9,13.1,-
ירושלים מרכז                                      ,6771,11-04-2012,17.4,11.0,-
ירושלים מרכז                                      ,6771,12-04-2012,15.9,9.1,-
ירושלים מרכז                                      ,6771,13-04-2012,21.5,9.1,-
ירושלים מרכז                                      ,6771,14-04-2012,24.9,16.1,-
ירושלים מרכז                                      ,6771,15-04-2012,29.4,18.3,-
ירושלים מרכז                                      ,6771,16-04-2012,23.0,12.1,-
ירושלים מרכז                                      ,6771,17-04-2012,24.6,11.7,-
ירושלים מרכז                                      ,6771,18-04-2012,31.5,12.5,-
ירושלים מרכז                                      ,6771,19-04-2012,16.9,9.8,-
ירושלים מרכז                                      ,6771,20-04-2012,20.6,9.3,-
ירושלים מרכז                                      ,6771,21-04-2012,20.5,10.4,-
ירושלים מרכז                                      ,6771,22-04-2012,24.5,14.2,-
ירושלים מרכז                                      ,6771,23-04-2012,23.0,15.0,-
ירושלים מרכז                                      ,6771,24-04-2012,24.0,11.5,-
ירושלים מרכז                                      ,6771,25-04-2012,25.4,10.8,-
ירושלים מרכז                                      ,6771,26-04-2012,22.9,14.9,-
ירושלים מרכז                                      ,6771,27-04-2012,25.9,17.0,-
ירושלים מרכז                                      ,6771,28-04-2012,27.8,17.0,-
ירושלים מרכז                                      ,6771,29-04-2012,25.7,17.8,-
ירושלים מרכז                                      ,6771,30-04-2012,26.7,17.1,-
ירושלים מרכז                                      ,6771,01-05-2012,27.9,19.7,-
ירושלים מרכז                                      ,6771,02-05-2012,21.9,14.8,-
ירושלים מרכז                                      ,6771,03-05-2012,24.4,15.0,-
ירושלים מרכז                                      ,6771,04-05-2012,26.5,16.8,-
ירושלים מרכז                                      ,6771,05-05-2012,27.0,17.3,-
ירושלים מרכז                                      ,6771,06-05-2012,27.5,19.0,-
ירושלים מרכז                                      ,6771,07-05-2012,24.9,16.2,-
ירושלים מרכז                                      ,6771,08-05-2012,26.0,16.9,-
ירושלים מרכז                                      ,6771,09-05-2012,31.3,18.2,-
ירושלים מרכז                                      ,6771,10-05-2012,25.0,15.1,-
ירושלים מרכז                                      ,6771,11-05-2012,26.2,17.6,-
ירושלים מרכז                                      ,6771,12-05-2012,27.6,17.6,-
ירושלים מרכז                                      ,6771,13-05-2012,22.6,15.8,-
ירושלים מרכז                                      ,6771,14-05-2012,23.5,15.3,-
ירושלים מרכז                                      ,6771,15-05-2012,25.6,14.9,-
ירושלים מרכז                                      ,6771,16-05-2012,28.4,17.0,-
ירושלים מרכז                                      ,6771,17-05-2012,29.8,18.8,-
ירושלים מרכז                                      ,6771,18-05-2012,27.6,17.9,-
ירושלים מרכז                                      ,6771,19-05-2012,23.3,15.7,-
ירושלים מרכז                                      ,6771,20-05-2012,21.1,13.3,-
ירושלים מרכז                                      ,6771,21-05-2012,22.8,12.9,-
ירושלים מרכז                                      ,6771,22-05-2012,26.9,14.0,-
ירושלים מרכז                                      ,6771,23-05-2012,26.0,16.3,-
ירושלים מרכז                                      ,6771,24-05-2012,24.8,13.5,-
ירושלים מרכז                                      ,6771,25-05-2012,30.1,17.6,-
ירושלים מרכז                                      ,6771,26-05-2012,27.4,20.3,-
ירושלים מרכז                                      ,6771,27-05-2012,27.5,18.4,-
ירושלים מרכז                                      ,6771,28-05-2012,32.8,21.6,-
ירושלים מרכז                                      ,6771,29-05-2012,31.1,18.1,-
ירושלים מרכז                                      ,6771,30-05-2012,25.1,16.1,-
ירושלים מרכז                                      ,6771,31-05-2012,27.3,17.0,-
ירושלים מרכז                                      ,6771,01-06-2012,29.5,21.3,-
ירושלים מרכז                                      ,6771,02-06-2012,29.3,19.3,-
ירושלים מרכז                                      ,6771,03-06-2012,33.3,20.0,-
ירושלים מרכז                                      ,6771,04-06-2012,28.3,18.9,-
ירושלים מרכז                                      ,6771,05-06-2012,26.6,16.4,-
ירושלים מרכז                                      ,6771,06-06-2012,26.5,15.3,-
ירושלים מרכז                                      ,6771,07-06-2012,29.2,19.5,-
ירושלים מרכז                                      ,6771,08-06-2012,27.9,18.0,-
ירושלים מרכז                                      ,6771,09-06-2012,31.1,19.6,-
ירושלים מרכז                                      ,6771,10-06-2012,35.3,22.6,-
ירושלים מרכז                                      ,6771,11-06-2012,31.1,21.3,-
ירושלים מרכז                                      ,6771,12-06-2012,29.6,20.1,-
ירושלים מרכז                                      ,6771,13-06-2012,31.8,19.5,-
ירושלים מרכז                                      ,6771,14-06-2012,36.3,22.1,-
ירושלים מרכז                                      ,6771,15-06-2012,35.1,18.9,-
ירושלים מרכז                                      ,6771,16-06-2012,35.6,23.3,-
ירושלים מרכז                                      ,6771,17-06-2012,37.3,27.6,-
ירושלים מרכז                                      ,6771,18-06-2012,35.6,25.9,-
ירושלים מרכז                                      ,6771,19-06-2012,32.7,22.4,-
ירושלים מרכז                                      ,6771,20-06-2012,29.0,17.9,-
ירושלים מרכז                                      ,6771,21-06-2012,29.2,18.0,-
ירושלים מרכז                                      ,6771,22-06-2012,30.1,20.0,-
ירושלים מרכז                                      ,6771,23-06-2012,31.7,20.0,-
ירושלים מרכז                                      ,6771,24-06-2012,30.8,21.8,-
ירושלים מרכז                                      ,6771,25-06-2012,28.6,17.5,-
ירושלים מרכז                                      ,6771,26-06-2012,29.4,18.8,-
ירושלים מרכז                                      ,6771,27-06-2012,28.9,18.9,-
ירושלים מרכז                                      ,6771,28-06-2012,30.4,18.2,-
ירושלים מרכז                                      ,6771,29-06-2012,32.1,18.4,-
ירושלים מרכז                                      ,6771,30-06-2012,31.6,19.7,-
ירושלים מרכז                                      ,6771,01-07-2012,31.6,20.0,-
ירושלים מרכז                                      ,6771,02-07-2012,29.8,21.3,-
ירושלים מרכז                                      ,6771,03-07-2012,28.4,18.9,-
ירושלים מרכז                                      ,6771,04-07-2012,27.6,19.0,-
ירושלים מרכז                                      ,6771,05-07-2012,29.3,19.0,-
ירושלים מרכז                                      ,6771,06-07-2012,30.5,19.9,-
ירושלים מרכז                                      ,6771,07-07-2012,30.2,21.9,-
ירושלים מרכז                                      ,6771,08-07-2012,29.8,18.4,-
ירושלים מרכז                                      ,6771,09-07-2012,31.6,21.5,-
ירושלים מרכז                                      ,6771,10-07-2012,31.8,21.7,-
ירושלים מרכז                                      ,6771,11-07-2012,32.3,21.8,-
ירושלים מרכז                                      ,6771,12-07-2012,32.4,22.4,-
ירושלים מרכז                                      ,6771,13-07-2012,34.1,23.9,-
ירושלים מרכז                                      ,6771,14-07-2012,33.9,26.4,-
ירושלים מרכז                                      ,6771,15-07-2012,34.0,24.8,-
ירושלים מרכז                                      ,6771,16-07-2012,33.6,25.0,-
ירושלים מרכז                                      ,6771,17-07-2012,36.1,25.4,-
ירושלים מרכז                                      ,6771,18-07-2012,39.8,27.0,-
ירושלים מרכז                                      ,6771,19-07-2012,36.4,24.4,-
ירושלים מרכז                                      ,6771,20-07-2012,32.7,21.4,-
ירושלים מרכז                                      ,6771,21-07-2012,29.8,20.5,-
ירושלים מרכז                                      ,6771,22-07-2012,31.5,19.3,-
ירושלים מרכז                                      ,6771,23-07-2012,33.1,21.3,-
ירושלים מרכז                                      ,6771,24-07-2012,32.7,21.2,-
ירושלים מרכז                                      ,6771,25-07-2012,34.5,21.3,-
ירושלים מרכז                                      ,6771,26-07-2012,34.7,21.3,-
ירושלים מרכז                                      ,6771,27-07-2012,33.0,21.3,-
ירושלים מרכז                                      ,6771,28-07-2012,30.8,20.4,-
ירושלים מרכז                                      ,6771,29-07-2012,29.3,20.4,-
ירושלים מרכז                                      ,6771,30-07-2012,29.9,20.2,-
ירושלים מרכז                                      ,6771,31-07-2012,32.2,21.1,-
ירושלים מרכז                                      ,6771,01-08-2012,35.9,26.8,-
ירושלים מרכז                                      ,6771,02-08-2012,34.1,22.4,-
ירושלים מרכז                                      ,6771,03-08-2012,29.7,20.9,-
ירושלים מרכז                                      ,6771,04-08-2012,28.5,20.2,-
ירושלים מרכז                                      ,6771,05-08-2012,28.3,20.0,-
ירושלים מרכז                                      ,6771,06-08-2012,30.7,19.7,-
ירושלים מרכז                                      ,6771,07-08-2012,33.2,24.0,-
ירושלים מרכז                                      ,6771,08-08-2012,35.3,24.6,-
ירושלים מרכז                                      ,6771,09-08-2012,32.8,25.3,-
ירושלים מרכז                                      ,6771,10-08-2012,33.3,24.5,-
ירושלים מרכז                                      ,6771,11-08-2012,31.0,23.4,-
ירושלים מרכז                                      ,6771,12-08-2012,32.1,24.2,-
ירושלים מרכז                                      ,6771,13-08-2012,32.1,22.0,-
ירושלים מרכז                                      ,6771,14-08-2012,31.6,24.8,-
ירושלים מרכז                                      ,6771,15-08-2012,29.6,20.3,-
ירושלים מרכז                                      ,6771,16-08-2012,30.4,19.0,-
ירושלים מרכז                                      ,6771,17-08-2012,31.4,21.5,-
ירושלים מרכז                                      ,6771,18-08-2012,32.2,23.6,-
ירושלים מרכז                                      ,6771,19-08-2012,32.0,23.9,-
ירושלים מרכז                                      ,6771,20-08-2012,30.8,22.2,-
ירושלים מרכז                                      ,6771,21-08-2012,30.4,20.7,-
ירושלים מרכז                                      ,6771,22-08-2012,30.2,20.5,-
ירושלים מרכז                                      ,6771,23-08-2012,29.7,19.9,-
ירושלים מרכז                                      ,6771,24-08-2012,31.2,20.1,-
ירושלים מרכז                                      ,6771,25-08-2012,31.9,22.2,-
ירושלים מרכז                                      ,6771,26-08-2012,33.1,23.8,-
ירושלים מרכז                                      ,6771,27-08-2012,29.3,22.4,-
ירושלים מרכז                                      ,6771,28-08-2012,28.6,19.3,-
ירושלים מרכז                                      ,6771,29-08-2012,28.8,19.4,-
ירושלים מרכז                                      ,6771,30-08-2012,29.0,19.9,-
ירושלים מרכז                                      ,6771,31-08-2012,29.2,20.1,-
ירושלים מרכז                                      ,6771,01-09-2012,30.5,20.6,-
ירושלים מרכז                                      ,6771,02-09-2012,28.8,18.4,-
ירושלים מרכז                                      ,6771,03-09-2012,31.5,20.2,-
ירושלים מרכז                                      ,6771,04-09-2012,34.0,20.3,-
ירושלים מרכז                                      ,6771,05-09-2012,32.5,22.7,-
ירושלים מרכז                                      ,6771,06-09-2012,32.5,21.8,-
ירושלים מרכז                                      ,6771,07-09-2012,31.2,20.9,-
ירושלים מרכז                                      ,6771,08-09-2012,29.7,19.4,-
ירושלים מרכז                                      ,6771,09-09-2012,27.4,18.7,-
ירושלים מרכז                                      ,6771,10-09-2012,28.1,19.3,-
ירושלים מרכז                                      ,6771,11-09-2012,29.2,19.2,-
ירושלים מרכז                                      ,6771,12-09-2012,29.4,18.6,-
ירושלים מרכז                                      ,6771,13-09-2012,28.1,18.4,-
ירושלים מרכז                                      ,6771,14-09-2012,27.9,18.5,-
ירושלים מרכז                                      ,6771,15-09-2012,32.0,17.9,-
ירושלים מרכז                                      ,6771,16-09-2012,33.2,21.6,-
ירושלים מרכז                                      ,6771,17-09-2012,31.3,21.4,-
ירושלים מרכז                                      ,6771,18-09-2012,30.0,21.7,-
ירושלים מרכז                                      ,6771,19-09-2012,30.7,22.7,-
ירושלים מרכז                                      ,6771,20-09-2012,29.2,19.1,-
ירושלים מרכז                                      ,6771,21-09-2012,28.2,18.5,-
ירושלים מרכז                                      ,6771,22-09-2012,27.5,18.1,-
ירושלים מרכז                                      ,6771,23-09-2012,27.5,17.9,-
ירושלים מרכז                                      ,6771,24-09-2012,29.5,16.0,-
ירושלים מרכז                                      ,6771,25-09-2012,28.5,17.8,-
ירושלים מרכז                                      ,6771,26-09-2012,29.4,18.1,-
ירושלים מרכז                                      ,6771,27-09-2012,33.8,18.9,-
ירושלים מרכז                                      ,6771,28-09-2012,34.2,22.7,-
ירושלים מרכז                                      ,6771,29-09-2012,33.6,20.9,-
ירושלים מרכז                                      ,6771,30-09-2012,33.4,22.0,-
